Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Berks,02/20/2021,67,99.9,35005,421164,15.9,23.7,8311.5,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Beaver,03/06/2021,14,30.9,12465,163929,8.5,18.8,7603.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Clarion,01/20/2021,11,11.3,2387,38438,28.6,29.4,6210,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Lycoming,06/09/2020,0,0.3,172,113299,0,0.3,151.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Pennsylvania,04/20/2021,4444,4302.4,1119095,12801989,34.7,33.6,8741.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Adams,09/08/2020,7,6.1,736,103009,6.8,6,714.5,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Sullivan,02/23/2021,0,0.4,310,6066,0,7.1,5110.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Northumberland,03/16/2021,21,16.6,8302,90843,23.1,18.2,9138.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lebanon,04/20/2021,82,60.6,14893,141793,57.8,42.7,10503.3,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Sullivan,02/09/2021,0,1.3,292,6066,0,21.2,4813.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Dauphin,12/07/2020,221,232.3,9539,278299,79.4,83.5,3427.6,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Tioga,04/24/2021,6,7.1,2826,40591,14.8,17.6,6962.1,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lancaster,10/10/2020,41,52.7,8590,545724,7.5,9.7,1574.1,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
McKean,02/12/2021,16,12,2956,40625,39.4,29.5,7276.3,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Juniata,04/24/2021,3,5,2040,24763,12.1,20.2,8238.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Pennsylvania,07/27/2020,1111,949.7,110072,12801989,8.7,7.4,859.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Berks,02/19/2021,104,96.9,34938,421164,24.7,23,8295.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Berks,04/08/2021,204,196.6,41595,421164,48.4,46.7,9876.2,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Bedford,07/17/2020,2,1.1,102,47888,4.2,2.4,213,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Monroe,10/29/2020,14,11,2065,170271,8.2,6.5,1212.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Luzerne,03/28/2021,82,94.9,26886,317417,25.8,29.9,8470.2,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Pennsylvania,06/06/2020,427,524.9,75844,12801989,3.3,4.1,592.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Chester,03/26/2021,202,144.6,33469,524989,38.5,27.5,6375.2,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Northumberland,03/30/2021,29,18,8570,90843,31.9,19.8,9433.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Sullivan,04/11/2021,0,2.1,365,6066,0,35.3,6017.1,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Lancaster,09/02/2020,45,46.6,6929,545724,8.2,8.5,1269.7,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lancaster,08/12/2020,68,49.9,6121,545724,12.5,9.1,1121.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Pennsylvania,12/09/2020,12219,10097.3,460703,12801989,95.4,78.9,3598.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,09/29/2020,868,917.4,160471,12801989,6.8,7.2,1253.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
McKean,01/31/2021,10,23.9,2765,40625,24.6,58.7,6806.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Allegheny,10/02/2020,109,77.6,12648,1216045,9,6.4,1040.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lancaster,06/25/2020,66,51.3,4287,545724,12.1,9.4,785.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Chester,10/21/2020,47,35.4,7828,524989,9,6.7,1491.1,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lancaster,03/15/2021,138,124.1,45576,545724,25.3,22.7,8351.5,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Allegheny,11/01/2020,127,148.7,16060,1216045,10.4,12.2,1320.7,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Northumberland,11/26/2020,79,55.4,2531,90843,87,61,2786.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lackawanna,04/03/2021,70,79.7,15925,209674,33.4,38,7595.1,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Monroe,01/01/2021,156,93.6,6388,170271,91.6,55,3751.7,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lancaster,10/04/2020,24,47.1,8245,545724,4.4,8.6,1510.8,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Pennsylvania,06/24/2020,590,503.1,84112,12801989,4.6,3.9,657,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Dauphin,04/20/2021,83,82.3,24048,278299,29.8,29.6,8641.1,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Northumberland,02/12/2021,59,45.7,7759,90843,64.9,50.3,8541.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Pennsylvania,08/07/2020,819,751.4,118971,12801989,6.4,5.9,929.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Dauphin,01/19/2021,130,117,16845,278299,46.7,42,6052.8,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Montour,01/03/2021,4,20.9,1162,18230,21.9,114.4,6374.1,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Monroe,01/20/2021,58,73.9,7986,170271,34.1,43.4,4690.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Allegheny,01/28/2021,347,345.4,68717,1216045,28.5,28.4,5650.9,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lancaster,07/24/2020,41,36.6,5277,545724,7.5,6.7,967,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Luzerne,04/14/2021,106,115.9,28746,317417,33.4,36.5,9056.2,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Lancaster,08/24/2020,38,37.1,6539,545724,7,6.8,1198.2,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Clarion,03/10/2021,5,4.4,2740,38438,13,11.5,7128.4,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Westmoreland,04/21/2021,96,108.3,31934,348899,27.5,31,9152.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Dauphin,01/03/2021,59,129.3,14380,278299,21.2,46.5,5167.1,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Northumberland,01/11/2021,89,83.7,5975,90843,98,92.2,6577.3,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Bucks,04/15/2021,331,287.3,55444,628270,52.7,45.7,8824.9,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Sullivan,12/10/2020,4,4.1,106,6066,65.9,68.3,1747.4,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Bedford,04/24/2021,8,17.7,4285,47888,16.7,37,8948,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Lackawanna,03/18/2021,55,46.7,14817,209674,26.2,22.3,7066.7,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Adams,08/24/2020,2,3.9,586,103009,1.9,3.7,568.9,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Monroe,03/26/2021,85,64.1,11153,170271,49.9,37.7,6550.1,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Erie,01/07/2021,159,127.3,12816,269728,58.9,47.2,4751.5,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
McKean,03/26/2021,9,5.4,3159,40625,22.2,13.4,7776,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Huntingdon,04/05/2021,9,9.1,4623,45144,19.9,20.3,10240.6,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Clarion,04/21/2021,5,9.3,2998,38438,13,24.2,7799.6,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Adams,09/22/2020,6,7.6,828,103009,5.8,7.4,803.8,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Monroe,02/06/2021,66,39.3,8913,170271,38.8,23.1,5234.6,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Greene,04/24/2021,4,7.6,3132,36233,11,20.9,8644.1,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lebanon,02/19/2021,43,32.6,12661,141793,30.3,23,8929.2,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Pennsylvania,08/08/2020,793,770.9,119764,12801989,6.2,6,935.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lebanon,03/10/2021,29,25.3,13148,141793,20.5,17.8,9272.7,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Allegheny,04/13/2021,1309,545.3,92357,1216045,107.6,44.8,7594.9,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Chester,02/22/2021,98,96.7,30037,524989,18.7,18.4,5721.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lancaster,09/22/2020,94,45.3,7725,545724,17.2,8.3,1415.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Bedford,08/05/2020,3,1.4,138,47888,6.3,3,288.2,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Dauphin,12/09/2020,293,212.6,9990,278299,105.3,76.4,3589.7,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Berks,04/04/2021,144,201.6,40831,421164,34.2,47.9,9694.8,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Pennsylvania,03/15/2021,3133,2511,971328,12801989,24.5,19.6,7587.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Sullivan,04/24/2021,2,2.3,391,6066,33,37.7,6445.8,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Allegheny,04/07/2021,405,422.1,88945,1216045,33.3,34.7,7314.3,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Chester,12/19/2020,196,276.7,17854,524989,37.3,52.7,3400.8,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Clarion,02/01/2021,18,12.7,2517,38438,46.8,33.1,6548.2,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Lancaster,08/10/2020,26,42.9,6019,545724,4.8,7.9,1102.9,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Northampton,03/04/2021,70,86.7,27325,305285,22.9,28.4,8950.7,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Philadelphia,01/23/2021,294,463,102034,1584064,18.6,29.2,6441.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Pennsylvania,10/27/2020,2278,2066.3,202283,12801989,17.8,16.1,1580.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,01/06/2021,9409,7551,696028,12801989,73.5,59,5436.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Sullivan,02/13/2021,2,2,304,6066,33,33,5011.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Pennsylvania,06/11/2020,682,525.9,78327,12801989,5.3,4.1,611.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lancaster,10/02/2020,54,49.6,8187,545724,9.9,9.1,1500.2,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Erie,11/13/2020,156,98.4,3237,269728,57.8,36.5,1200.1,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lancaster,08/01/2020,55,49.1,5668,545724,10.1,9,1038.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Beaver,02/01/2021,22,54.7,11052,163929,13.4,33.4,6741.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
McKean,01/18/2021,21,25.7,2340,40625,51.7,63.3,5760,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Pennsylvania,08/29/2020,693,647.6,134643,12801989,5.4,5.1,1051.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Berks,03/19/2021,327,147.3,38080,421164,77.6,35,9041.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Westmoreland,04/16/2021,98,139.7,31436,348899,28.1,40,9010.1,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Montour,12/13/2020,21,17.1,715,18230,115.2,94,3922.1,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Northampton,02/21/2021,61,105.7,26266,305285,20,34.6,8603.8,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Northumberland,02/24/2021,9,12,8003,90843,9.9,13.2,8809.7,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Northumberland,02/18/2021,11,32.9,7930,90843,12.1,36.2,8729.3,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Sullivan,04/18/2021,2,1.7,377,6066,33,28.3,6215,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Adams,10/31/2020,8,14.7,1206,103009,7.8,14.3,1170.8,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Lancaster,09/25/2020,40,43.3,7840,545724,7.3,7.9,1436.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Adams,11/27/2020,59,38.9,1995,103009,57.3,37.7,1936.7,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Northampton,04/25/2021,72,116.4,34061,305285,23.6,38.1,11157.1,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Forest,04/25/2021,0,0.4,1402,7247,0,5.9,19345.9,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Allegheny,01/03/2021,421,681.7,56186,1216045,34.6,56.1,4620.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Sullivan,12/27/2020,0,2,141,6066,0,33,2324.4,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Lancaster,11/18/2020,329,253.1,13272,545724,60.3,46.4,2432,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
McKean,03/18/2021,4,2.6,3121,40625,9.8,6.3,7682.5,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Luzerne,02/03/2021,106,111,23267,317417,33.4,35,7330.1,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Delaware,12/16/2020,255,294.7,25650,566747,45,52,4525.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Somerset,04/24/2021,21,22.9,7437,73447,28.6,31.1,10125.7,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Montour,03/26/2021,2,2.4,1820,18230,11,13.3,9983.5,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
McKean,03/24/2021,9,3.9,3144,40625,22.2,9.5,7739.1,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Monroe,11/22/2020,52,49.9,2979,170271,30.5,29.3,1749.6,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Sullivan,03/27/2021,0,0.4,340,6066,0,7.1,5605,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Delaware,04/05/2021,177,194.3,45945,566747,31.2,34.3,8106.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Philadelphia,12/17/2020,652,887.1,80808,1584064,41.2,56,5101.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Chester,08/23/2020,15,18.9,5516,524989,2.9,3.6,1050.7,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Allegheny,03/30/2021,414,389.9,85644,1216045,34,32.1,7042.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Sullivan,02/08/2021,1,1.3,292,6066,16.5,21.2,4813.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Adams,10/07/2020,10,8.4,933,103009,9.7,8.2,905.7,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Erie,12/27/2020,45,170.1,11326,269728,16.7,63.1,4199,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lebanon,02/09/2021,39,54.6,12297,141793,27.5,38.5,8672.5,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Allegheny,04/06/2021,420,413.7,88540,1216045,34.5,34,7281,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Adams,11/12/2020,36,25.9,1492,103009,34.9,25.1,1448.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Pennsylvania,02/02/2021,3101,5004.6,855809,12801989,24.2,39.1,6685,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,01/13/2021,79,107,9924,163929,48.2,65.3,6053.8,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Adams,04/23/2021,30,27.9,8946,103009,29.1,27,8684.7,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Chester,02/24/2021,100,89.1,30244,524989,19,17,5760.9,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Beaver,01/15/2021,115,99.9,10166,163929,70.2,60.9,6201.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Sullivan,04/21/2021,3,2.3,385,6066,49.5,37.7,6346.9,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
McKean,04/13/2021,9,12,3306,40625,22.2,29.5,8137.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Pennsylvania,01/28/2021,8422,5644.1,836188,12801989,65.8,44.1,6531.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Delaware,12/03/2020,373,274.3,21729,566747,65.8,48.4,3834,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Adams,03/08/2021,34,22.4,7514,103009,33,21.8,7294.5,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Sullivan,11/27/2020,3,2.3,61,6066,49.5,37.7,1005.6,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Chester,12/12/2020,213,270.9,15917,524989,40.6,51.6,3031.9,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
McKean,04/21/2021,16,10.7,3396,40625,39.4,26.4,8359.4,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Erie,03/15/2021,32,63.1,18140,269728,11.9,23.4,6725.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Crawford,02/22/2021,9,11.3,6342,84629,10.6,13.3,7493.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lancaster,12/22/2020,449,357.1,25613,545724,82.3,65.4,4693.4,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Delaware,01/04/2021,275,296,30935,566747,48.5,52.2,5458.3,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Fayette,04/23/2021,32,35.3,12228,129274,24.8,27.3,9459,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Adams,10/09/2020,11,7.6,950,103009,10.7,7.4,922.2,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Berks,02/04/2021,117,133.7,33195,421164,27.8,31.7,7881.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Montour,12/10/2020,14,16,670,18230,76.8,87.8,3675.3,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Luzerne,02/22/2021,43,55.3,24663,317417,13.5,17.4,7769.9,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Northumberland,03/10/2021,12,12.1,8198,90843,13.2,13.4,9024.4,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Erie,11/10/2020,91,65.3,2852,269728,33.7,24.2,1057.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Adams,10/27/2020,14,14.3,1155,103009,13.6,13.9,1121.3,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Erie,01/24/2021,98,89,14899,269728,36.3,33,5523.7,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Luzerne,01/28/2021,108,167.3,22598,317417,34,52.7,7119.3,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Clarion,03/21/2021,0,4.1,2785,38438,0,10.8,7245.4,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Lancaster,07/13/2020,26,36.7,4881,545724,4.8,6.7,894.4,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
McKean,01/03/2021,9,37.7,1876,40625,22.2,92.8,4617.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Allegheny,09/15/2020,70,75.1,11434,1216045,5.8,6.2,940.3,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lackawanna,03/01/2021,44,45.4,14075,209674,21,21.7,6712.8,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Venango,04/15/2021,8,6.4,3643,50668,15.8,12.7,7189.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Sullivan,03/04/2021,0,0.6,314,6066,0,9.4,5176.4,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Erie,01/04/2021,150,130.6,12389,269728,55.6,48.4,4593.1,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lackawanna,01/18/2021,104,126,11457,209674,49.6,60.1,5464.2,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Adams,02/22/2021,28,23,7217,103009,27.2,22.3,7006.2,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Westmoreland,04/18/2021,49,121.9,31556,348899,14,34.9,9044.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Lancaster,03/22/2021,122,119.3,46411,545724,22.4,21.9,8504.5,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Northumberland,02/11/2021,74,43.6,7700,90843,81.5,48,8476.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Pennsylvania,08/14/2020,841,832.1,124796,12801989,6.6,6.5,974.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Schuylkill,01/13/2021,106,126.9,9914,141359,75,89.7,7013.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Northumberland,12/08/2020,56,85.4,3395,90843,61.6,94,3737.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Dauphin,12/01/2020,231,134.9,8144,278299,83,48.5,2926.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Chester,09/05/2020,68,42.6,5960,524989,13,8.1,1135.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Chester,08/19/2020,16,23.9,5444,524989,3,4.5,1037,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Venango,03/26/2021,4,1.6,3542,50668,7.9,3.1,6990.6,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Snyder,11/23/2020,17,18.3,911,40372,42.1,45.3,2256.5,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Northumberland,01/21/2021,53,46,6467,90843,58.3,50.6,7118.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Luzerne,12/23/2020,142,209.4,15936,317417,44.7,66,5020.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Allegheny,11/15/2020,485,409.6,20524,1216045,39.9,33.7,1687.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Beaver,04/01/2021,74,48.7,13327,163929,45.1,29.7,8129.7,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,04/05/2021,86,48.3,13497,163929,52.5,29.5,8233.4,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Delaware,01/10/2021,199,326.1,32943,566747,35.1,57.5,5812.6,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
